date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
05:48:33	645/645	---M-Z	200	added ('OK')	text/css	etag:%22285-631dd71e38479-gzip%22	https://academy.lamphills.com/wp-content/plugins/elementor/assets/css/conditionals/shapes.min.css?ver=3.28.3	C:/My%20Web%20Sites/bnnn/academy.lamphills.com/wp-content/plugins/elementor/assets/css/conditionals/shapes.min87cc.css	(from https://academy.lamphills.com/)
05:48:33	1281/1281	---M-Z	200	added ('OK')	text/css	etag:%22501-631dd70f6eef8-gzip%22	https://academy.lamphills.com/wp-content/plugins/elementor-pro/assets/css/widget-countdown.min.css?ver=3.28.2	C:/My%20Web%20Sites/bnnn/academy.lamphills.com/wp-content/plugins/elementor-pro/assets/css/widget-countdown.min414b.css	(from https://academy.lamphills.com/)
05:48:33	10071/10071	---M-Z	200	added ('OK')	text/css	etag:%222757-631dd71e40d31-gzip%22	https://academy.lamphills.com/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css?ver=3.28.3	C:/My%20Web%20Sites/bnnn/academy.lamphills.com/wp-content/plugins/elementor/assets/css/widget-icon-box.min87cc.css	(from https://academy.lamphills.com/)
05:48:34	639/639	---M-Z	200	added ('OK')	text/css	etag:%2227f-631dd70f6fab0-gzip%22	https://academy.lamphills.com/wp-content/plugins/elementor-pro/assets/css/modules/motion-fx.min.css?ver=3.28.2	C:/My%20Web%20Sites/bnnn/academy.lamphills.com/wp-content/plugins/elementor-pro/assets/css/modules/motion-fx.min414b.css	(from https://academy.lamphills.com/)
05:48:34	1229/1229	---M-Z	200	added ('OK')	text/css	etag:%224cd-631dd71e424a1-gzip%22	https://academy.lamphills.com/wp-content/plugins/elementor/assets/css/widget-progress.min.css?ver=3.28.3	C:/My%20Web%20Sites/bnnn/academy.lamphills.com/wp-content/plugins/elementor/assets/css/widget-progress.min87cc.css	(from https://academy.lamphills.com/)
05:48:34	382/382	---M-Z	200	added ('OK')	text/css	etag:%2217e-631dd71e41119-gzip%22	https://academy.lamphills.com/wp-content/plugins/elementor/assets/css/widget-image-carousel.min.css?ver=3.28.3	C:/My%20Web%20Sites/bnnn/academy.lamphills.com/wp-content/plugins/elementor/assets/css/widget-image-carousel.min87cc.css	(from https://academy.lamphills.com/)
05:48:34	1283/1283	---M-Z	200	added ('OK')	text/css	etag:%22503-631dd71e43059-gzip%22	https://academy.lamphills.com/wp-content/plugins/elementor/assets/css/widget-video.min.css?ver=3.28.3	C:/My%20Web%20Sites/bnnn/academy.lamphills.com/wp-content/plugins/elementor/assets/css/widget-video.min87cc.css	(from https://academy.lamphills.com/)
05:48:35	99800/99800	---M-Z	200	added ('OK')	text/css	etag:%22185d8-631dd74686f95-gzip%22	https://academy.lamphills.com/wp-content/uploads/elementor/css/post-42.css?ver=1743677070	C:/My%20Web%20Sites/bnnn/academy.lamphills.com/wp-content/uploads/elementor/css/post-42c0cc.css	(from https://academy.lamphills.com/)
05:48:35	20985/20985	---M-Z	200	added ('OK')	text/css	etag:%2251f9-631dd7d8a621a-gzip%22	https://academy.lamphills.com/wp-content/uploads/elementor/css/post-14.css?ver=1743677224	C:/My%20Web%20Sites/bnnn/academy.lamphills.com/wp-content/uploads/elementor/css/post-14d841.css	(from https://academy.lamphills.com/)
05:48:36	28066/28066	---M-Z	200	added ('OK')	text/css	etag:%226da2-631dd746a28fb-gzip%22	https://academy.lamphills.com/wp-content/uploads/elementor/css/post-10.css?ver=1743677070	C:/My%20Web%20Sites/bnnn/academy.lamphills.com/wp-content/uploads/elementor/css/post-10c0cc.css	(from https://academy.lamphills.com/)
05:48:37	619801/619801	---M-Z	200	added ('OK')	text/css	etag:%2297519-631dd72e48c47-gzip%22	https://academy.lamphills.com/wp-content/plugins/notificationx/assets/public/css/frontend.css?ver=3.0.4	C:/My%20Web%20Sites/bnnn/academy.lamphills.com/wp-content/plugins/notificationx/assets/public/css/frontend459e.css	(from https://academy.lamphills.com/)
05:48:37	59016/59016	---M-Z	200	added ('OK')	text/css	etag:%22e688-5bca85cdbf580-gzip%22	https://academy.lamphills.com/wp-includes/css/dashicons.min.css?ver=6.7.1	C:/My%20Web%20Sites/bnnn/academy.lamphills.com/wp-includes/css/dashicons.min9704.css	(from https://academy.lamphills.com/)
05:48:37	1781/1781	---M-Z	200	added ('OK')	text/css	etag:%226f5-630f2137c9686-gzip%22	https://academy.lamphills.com/wp-content/uploads/elementor/google-fonts/css/varelaround.css?ver=1742666127	C:/My%20Web%20Sites/bnnn/academy.lamphills.com/wp-content/uploads/elementor/google-fonts/css/varelaround26ed.css	(from https://academy.lamphills.com/)
05:48:37	38232/38232	---M-Z	200	added ('OK')	text/css	etag:%229558-630f2148bcaff-gzip%22	https://academy.lamphills.com/wp-content/uploads/elementor/google-fonts/css/montserrat.css?ver=1742666133	C:/My%20Web%20Sites/bnnn/academy.lamphills.com/wp-content/uploads/elementor/google-fonts/css/montserratd411.css	(from https://academy.lamphills.com/)
05:48:38	87553/87553	---M-Z	200	added ('OK')	text/javascript	etag:%2215601-603fed35e19c0-gzip%22	https://academy.lamphills.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/bnnn/academy.lamphills.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://academy.lamphills.com/)
05:48:38	13577/13577	---M-Z	200	added ('OK')	text/javascript	etag:%223509-5fdabee5f2100-gzip%22	https://academy.lamphills.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/bnnn/academy.lamphills.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://academy.lamphills.com/)
05:48:38	9636/9636	---M-Z	200	added ('OK')	text/javascript	etag:%2225a4-630f214d52bd3-gzip%22	https://academy.lamphills.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.9.7.1	C:/My%20Web%20Sites/bnnn/academy.lamphills.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min4a91.js	(from https://academy.lamphills.com/)
05:48:38	4035/4035	---M-Z	200	added ('OK')	text/javascript	etag:%22fc3-630f214d5107b-gzip%22	https://academy.lamphills.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=9.7.1	C:/My%20Web%20Sites/bnnn/academy.lamphills.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min04d4.js	(from https://academy.lamphills.com/)
05:48:39	1720/1720	---M-Z	200	added ('OK')	text/javascript	etag:%226b8-630f214d53f5b-gzip%22	https://academy.lamphills.com/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4-wc.9.7.1	C:/My%20Web%20Sites/bnnn/academy.lamphills.com/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min73a9.js	(from https://academy.lamphills.com/)
05:48:39	3804/3804	---M-Z	200	added ('OK')	text/javascript	etag:%22edc-630f214d527eb-gzip%22	https://academy.lamphills.com/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=9.7.1	C:/My%20Web%20Sites/bnnn/academy.lamphills.com/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min04d4.js	(from https://academy.lamphills.com/)
05:48:40	10095/10095	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267ade951-276f%22	https://stats.wp.com/s-202516.js	C:/My%20Web%20Sites/bnnn/stats.wp.com/s-202516.js	(from https://academy.lamphills.com/)
05:48:43	137773/137773	---MC-	200	added ('OK')	application/json	date:Tue,%2015%20Apr%202025%2012:48:42%20GMT	https://academy.lamphills.com/wp-json/wp/v2/pages/42	C:/My%20Web%20Sites/bnnn/academy.lamphills.com/wp-json/wp/v2/pages/42.json	(from https://academy.lamphills.com/)
05:48:45	840/840	---M-Z	200	added ('OK')	text/xml	date:Tue,%2015%20Apr%202025%2012:48:44%20GMT	https://academy.lamphills.com/xmlrpc.php?rsd	C:/My%20Web%20Sites/bnnn/academy.lamphills.com/xmlrpc0db0.php	(from https://academy.lamphills.com/)
05:48:46	1706865/1706865	---MC-	200	added ('OK')	application/json	date:Tue,%2015%20Apr%202025%2012:48:42%20GMT	https://academy.lamphills.com/wp-json/	C:/My%20Web%20Sites/bnnn/academy.lamphills.com/wp-json/index.html	(from https://academy.lamphills.com/)
05:48:46	2063/2063	---M--	200	added ('OK')	application/json	date:Tue,%2015%20Apr%202025%2012:48:46%20GMT	https://academy.lamphills.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Facademy.lamphills.com%2F	C:/My%20Web%20Sites/bnnn/academy.lamphills.com/wp-json/oembed/1.0/embed1950.json	(from https://academy.lamphills.com/)
05:48:47	2225/2225	---M-Z	200	added ('OK')	text/xml	date:Tue,%2015%20Apr%202025%2012:48:47%20GMT	https://academy.lamphills.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Facademy.lamphills.com%2F&format=xml	C:/My%20Web%20Sites/bnnn/academy.lamphills.com/wp-json/oembed/1.0/embed38ea	(from https://academy.lamphills.com/)
05:48:49	326628/326628	---M--	200	added ('OK')	font/woff2	etag:%224fbe4-630f214d3c85c%22	https://academy.lamphills.com/wp-content/plugins/woocommerce/assets/fonts/Inter-VariableFont_slnt,wght.woff2	C:/My%20Web%20Sites/bnnn/academy.lamphills.com/wp-content/plugins/woocommerce/assets/fonts/Inter-VariableFont_slnt,wght.woff2	(from https://academy.lamphills.com/)
05:48:49	2769/2769	---M--	200	added ('OK')	image/png	etag:%22ad1-62cc17ee3f7fa%22	https://academy.lamphills.com/wp-content/uploads/2025/01/Lamphills-M-100x100.png	C:/My%20Web%20Sites/bnnn/academy.lamphills.com/wp-content/uploads/2025/01/Lamphills-M-100x100.png	(from https://academy.lamphills.com/)
05:48:49	9728/9728	---M--	200	added ('OK')	image/png	etag:%222600-62cc17ee39e22%22	https://academy.lamphills.com/wp-content/uploads/2025/01/Lamphills-M-300x300.png	C:/My%20Web%20Sites/bnnn/academy.lamphills.com/wp-content/uploads/2025/01/Lamphills-M-300x300.png	(from https://academy.lamphills.com/)
05:48:49	146060/146060	---M--	200	added ('OK')	font/woff2	etag:%2223a8c-630f214d3c474%22	https://academy.lamphills.com/wp-content/plugins/woocommerce/assets/fonts/cardo_normal_400.woff2	C:/My%20Web%20Sites/bnnn/academy.lamphills.com/wp-content/plugins/woocommerce/assets/fonts/cardo_normal_400.woff2	(from https://academy.lamphills.com/)
05:48:49	8123/8123	---M--	200	added ('OK')	image/png	etag:%221fbb-62c65be360f11%22	https://academy.lamphills.com/wp-content/uploads/2025/01/amphills-academymdpi-1.png	C:/My%20Web%20Sites/bnnn/academy.lamphills.com/wp-content/uploads/2025/01/amphills-academymdpi-1.png	(from https://academy.lamphills.com/)
05:48:50	2744/2744	---M--	200	added ('OK')	image/webp	etag:%22ab8-62c6ffc46d1e4%22	https://academy.lamphills.com/wp-content/uploads/2025/01/a910d418-7123-4bc4-aa3b-ef7e25e74ae6.60c498c559810aa0-300x169.webp	C:/My%20Web%20Sites/bnnn/academy.lamphills.com/wp-content/uploads/2025/01/a910d418-7123-4bc4-aa3b-ef7e25e74ae6.60c498c559810aa0-300x169.webp	(from https://academy.lamphills.com/)
05:48:51	3116/3116	---M--	200	added ('OK')	image/webp	etag:%22c2c-62c6ffc716c2b%22	https://academy.lamphills.com/wp-content/uploads/2025/01/ibm-logo-2-300x200.webp	C:/My%20Web%20Sites/bnnn/academy.lamphills.com/wp-content/uploads/2025/01/ibm-logo-2-300x200.webp	(from https://academy.lamphills.com/)
05:48:51	106567/106567	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Apr%202025%2012:48:51%20GMT	https://academy.lamphills.com/about/	C:/My%20Web%20Sites/bnnn/academy.lamphills.com/about/index.html	(from https://academy.lamphills.com/)
05:48:52	5726/5726	---M--	200	added ('OK')	image/jpeg	etag:%22165e-62c6ffcaf53dd%22	https://academy.lamphills.com/wp-content/uploads/2025/01/Oracle-Logo-300x169.jpg	C:/My%20Web%20Sites/bnnn/academy.lamphills.com/wp-content/uploads/2025/01/Oracle-Logo-300x169.jpg	(from https://academy.lamphills.com/)
05:48:52	85796/85796	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Apr%202025%2012:48:52%20GMT	https://academy.lamphills.com/category/beyond-news/	C:/My%20Web%20Sites/bnnn/academy.lamphills.com/category/beyond-news/index.html	(from https://academy.lamphills.com/)
05:48:53	120596/120596	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Apr%202025%2012:48:52%20GMT	https://academy.lamphills.com/services/	C:/My%20Web%20Sites/bnnn/academy.lamphills.com/services/index.html	(from https://academy.lamphills.com/)
05:48:53	96942/96942	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Apr%202025%2012:48:52%20GMT	https://academy.lamphills.com/clients/	C:/My%20Web%20Sites/bnnn/academy.lamphills.com/clients/index.html	(from https://academy.lamphills.com/)
05:48:53	8325/8325	---M--	200	added ('OK')	image/jpeg	etag:%222085-62c700bfebd92%22	https://academy.lamphills.com/wp-content/uploads/2025/01/Amazon-Logo-2000-present-1024x576-1-300x169.jpeg	C:/My%20Web%20Sites/bnnn/academy.lamphills.com/wp-content/uploads/2025/01/Amazon-Logo-2000-present-1024x576-1-300x169.jpg	(from https://academy.lamphills.com/)
05:48:54	83853/83853	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Apr%202025%2012:48:53%20GMT	https://academy.lamphills.com/contact-us/	C:/My%20Web%20Sites/bnnn/academy.lamphills.com/contact-us/index.html	(from https://academy.lamphills.com/)
05:48:54	3846/3846	---M--	200	added ('OK')	image/jpeg	etag:%22f06-62c700c1863ff%22	https://academy.lamphills.com/wp-content/uploads/2025/01/8867.Microsoft_5F00_Logo_2D00_for_2D00_screen-300x110.jpg	C:/My%20Web%20Sites/bnnn/academy.lamphills.com/wp-content/uploads/2025/01/8867.Microsoft_5F00_Logo_2D00_for_2D00_screen-300x110.jpg	(from https://academy.lamphills.com/)
05:48:55	110259/110259	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Apr%202025%2012:48:55%20GMT	https://academy.lamphills.com/graphics-design/	C:/My%20Web%20Sites/bnnn/academy.lamphills.com/graphics-design/index.html	(from https://academy.lamphills.com/)
05:48:55	113866/113866	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Apr%202025%2012:48:55%20GMT	https://academy.lamphills.com/digital-marketing/	C:/My%20Web%20Sites/bnnn/academy.lamphills.com/digital-marketing/index.html	(from https://academy.lamphills.com/)
05:48:55	117213/117213	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Apr%202025%2012:48:55%20GMT	https://academy.lamphills.com/data-science/	C:/My%20Web%20Sites/bnnn/academy.lamphills.com/data-science/index.html	(from https://academy.lamphills.com/)
05:48:56	10376/10376	---M--	200	added ('OK')	image/png	etag:%222888-62c70232c614d%22	https://academy.lamphills.com/wp-content/uploads/2025/01/images-1-300x89.png	C:/My%20Web%20Sites/bnnn/academy.lamphills.com/wp-content/uploads/2025/01/images-1-300x89.png	(from https://academy.lamphills.com/)
05:48:56	108232/108232	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Apr%202025%2012:48:56%20GMT	https://academy.lamphills.com/coding-fundamentals/	C:/My%20Web%20Sites/bnnn/academy.lamphills.com/coding-fundamentals/index.html	(from https://academy.lamphills.com/)
05:48:56	6161/6161	---M--	200	added ('OK')	image/jpeg	etag:%221811-62c7023bce195%22	https://academy.lamphills.com/wp-content/uploads/2025/01/Font-Fiverr-Logo-300x108.jpg	C:/My%20Web%20Sites/bnnn/academy.lamphills.com/wp-content/uploads/2025/01/Font-Fiverr-Logo-300x108.jpg	(from https://academy.lamphills.com/)
05:48:57	6178/6178	---M--	200	added ('OK')	image/jpeg	etag:%221822-62c702569789c%22	https://academy.lamphills.com/wp-content/uploads/2025/01/meta-logo-social-media-giant-facebook-vector-51195594-e1737710035765-300x111.jpg	C:/My%20Web%20Sites/bnnn/academy.lamphills.com/wp-content/uploads/2025/01/meta-logo-social-media-giant-facebook-vector-51195594-e1737710035765-300x111.jpg	(from https://academy.lamphills.com/)
05:48:57	109864/109864	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Apr%202025%2012:48:57%20GMT	https://academy.lamphills.com/video-editing/	C:/My%20Web%20Sites/bnnn/academy.lamphills.com/video-editing/index.html	(from https://academy.lamphills.com/)
05:48:58	111672/111672	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Apr%202025%2012:48:57%20GMT	https://academy.lamphills.com/photography-videography-photo-editing/	C:/My%20Web%20Sites/bnnn/academy.lamphills.com/photography-videography-photo-editing/index.html	(from https://academy.lamphills.com/)
05:48:58	112096/112096	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Apr%202025%2012:48:58%20GMT	https://academy.lamphills.com/social-media-management/	C:/My%20Web%20Sites/bnnn/academy.lamphills.com/social-media-management/index.html	(from https://academy.lamphills.com/)
05:48:58	8325/8325	---M--	200	added ('OK')	image/jpeg	etag:%222085-62c7023ed3c85%22	https://academy.lamphills.com/wp-content/uploads/2025/01/Amazon-Logo-2000-present-1024x576-2-300x169.jpeg	C:/My%20Web%20Sites/bnnn/academy.lamphills.com/wp-content/uploads/2025/01/Amazon-Logo-2000-present-1024x576-2-300x169.jpg	(from https://academy.lamphills.com/)
05:48:58	112989/112989	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Apr%202025%2012:48:58%20GMT	https://academy.lamphills.com/seo-content-writing/	C:/My%20Web%20Sites/bnnn/academy.lamphills.com/seo-content-writing/index.html	(from https://academy.lamphills.com/)
05:48:59	115403/115403	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Apr%202025%2012:48:59%20GMT	https://academy.lamphills.com/basic-computer-skills/	C:/My%20Web%20Sites/bnnn/academy.lamphills.com/basic-computer-skills/index.html	(from https://academy.lamphills.com/)
05:49:00	315514/315514	---M--	200	added ('OK')	image/jpeg	etag:%224d07a-62c732510fc1a%22	https://academy.lamphills.com/wp-content/uploads/2025/01/14713-1.jpg	C:/My%20Web%20Sites/bnnn/academy.lamphills.com/wp-content/uploads/2025/01/14713-1.jpg	(from https://academy.lamphills.com/)
05:49:00	11604/11604	---M--	200	added ('OK')	image/png	etag:%222d54-62c74b1b79230%22	https://academy.lamphills.com/wp-content/uploads/2025/01/Lamphills.png	C:/My%20Web%20Sites/bnnn/academy.lamphills.com/wp-content/uploads/2025/01/Lamphills.png	(from https://academy.lamphills.com/)
05:49:00	114769/114769	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Apr%202025%2012:48:59%20GMT	https://academy.lamphills.com/scriptwriting-screen-writing/	C:/My%20Web%20Sites/bnnn/academy.lamphills.com/scriptwriting-screen-writing/index.html	(from https://academy.lamphills.com/)
